product_name,brand,source,url,price,rating,product_type,hazard_score,date_published,ingredients
Estee Lauder Nutritious 2-in-1 Foam Cleanser,Estée Lauder,EWG Skin Deep,https://www.ewg.org/skindeep/products/1040033-Este_Lauder_Estee_Lauder_Nutritious_2in1_Foam_Cleanser/,,2/10,,2,,BEHENIC ACID FUNCTION; BUTYLENE GLYCOL FUNCTION; CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT FUNCTION; CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT FUNCTION; DIPOTASSIUM GLYCYRRHIZATE FUNCTION; DISODIUM EDTA FUNCTION; GLYCERIN FUNCTION; GLYCOL DISTEARATE FUNCTION; HYDROLYZED RICE EXTRACT FUNCTION; LACTOBACILLUS FERMENT FUNCTION; LAMINARIA SACCHARINA EXTRACT FUNCTION; LAURIC ACID FUNCTION; MONTMORILLONITE FUNCTION; MYRISTIC ACID FUNCTION; NIACINAMIDE FUNCTION; PALMITIC ACID FUNCTION; PHENOXYETHANOL FUNCTION; POLYQUATERNIUM-7 FUNCTION; POTASSIUM HYDROXIDE FUNCTION; POTASSIUM SORBATE FUNCTION; PROPHYRIDIUM CRUENTUM EXTRACT FUNCTION; PUNICA GRANATUM (POMEGRANATE) EXTRACT FUNCTION; SODIUM BENZOATE FUNCTION; SODIUM HYALURONATE FUNCTION; SODIUM METHYL COCOYL TAURATE FUNCTION; SODIUM PHYTATE FUNCTION; STEARIC ACID FUNCTION; WATER FUNCTION; ZINC PCA FUNCTION
Just the Goods moisturizing & exfoliating vegan face wash for,Just the Goods,EWG Skin Deep,https://www.ewg.org/skindeep/products/765584-Just_the_Goods_moisturizing__exfoliating_vegan_face_wash_for_oilycombination_skin/,,1/10,,1,,BUTYROSPERMUM PARKII (SHEA) BUTTER FUNCTION; CITRIC ACID FUNCTION; CITRUS PARADISI (GRAPEFRUIT) OIL; GLYCERIN FUNCTION; JOJOBA ESTERS FUNCTION; KAOLIN FUNCTION; LINALOOL FUNCTION; MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF OIL FUNCTION; POTASSIUM CITRATE FUNCTION; POTASSIUM COCOATE FUNCTION; POTASSIUM OLEATE FUNCTION; ROSMARINUS OFFICINALIS (ROSEMARY) LEAF OIL FUNCTION; WATER FUNCTION; Limonene
Glossier Milky Oil,Glossier,INCIDecoder,https://www.incidecoder.com/products/glossier-milky-oil,,,,,,Aqua/​Water/​Eau; Isohexadecane; PEG-40 Hydrogenated Castor Oil; Panthenol; Glycerin; PPG-26-Buteth-26; Symphytum Officinale Root Extract; Sodium Benzoate; Disodium EDTA; Citric Acid; Sodium Chloride; Glycerin; Panthenol; Symphytum Officinale Root Extract; Citric Acid; Disodium EDTA; Isohexadecane; PEG-40 Hydrogenated Castor Oil; Panthenol; Glycerin; Sodium Benzoate; Aqua/​Water/​Eau; Isohexadecane; PEG-40 Hydrogenated Castor Oil; Sodium Chloride; Aqua/Water/Eau; Isohexadecane; PEG-40 Hydrogenated Castor Oil; Panthenol; Glycerin; PPG-26-Buteth-26; Symphytum Officinale Root Extract; Sodium Benzoate; Disodium EDTA; Citric Acid; Sodium Chloride; Aqua/​Water/​Eau; Isohexadecane; PEG-40 Hydrogenated Castor Oil; Panthenol; Glycerin; Read all the geeky details about Glycerin here >>; PPG-26-Buteth-26; PEG-40 Hydrogenated Castor Oil; Symphytum Officinale Root Extract; allantoin; Sodium Benzoate; potassium sorbate; Disodium EDTA; Citric Acid
The Ordinary Natural Moisturizing Factors + Ha,The Ordinary,INCIDecoder,https://www.incidecoder.com/products/the-ordinary-natural-moisturizing-factors-ha,,,,,,Aqua (Water); Caprylic/​Capric Triglyceride; Cetyl Alcohol; Propanediol; Stearyl Alcohol; Glycerin; Sodium Hyaluronate; Arginine; Aspartic Acid; Glycine; Alanine; Serine; Valine; Isoleucine; Proline; Threonine; Histidine; Phenylalanine; Glucose; Maltose; Fructose; Trehalose; Sodium PCA; PCA; Sodium Lactate; Urea; Allantoin; Linoleic Acid; Oleic Acid; Phytosteryl Canola Glycerides; Palmitic Acid; Stearic Acid; Lecithin; Triolein; Tocopherol; Carbomer; Isoceteth-20; Polysorbate 60; Sodium Chloride; Citric Acid; Trisodium Ethylenediamine Disuccinate; Pentylene Glycol; Triethanolamine; Sodium Hydroxide; Phenoxyethanol; Chlorphenesin.; Tocopherol; Glycerin; Sodium Hyaluronate; Arginine
Beauty Pie Super Retinol Ceramide-Boost Anti-Aging Face Serum (Discontinued),Beauty Pie,INCIDecoder,https://www.incidecoder.com/products/beauty-pie-super-retinol-ceramide-boost-anti-aging-face-serum,,,,,,Aqua (Water); Dimethicone; Glycerin; Butylene Glycol; Dipentaerythrityl Hexacaprylate/​Hexacaprate; Dimethicone/​Vinyl Dimethicone Crosspolymer; Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer; Glycine Soja (Soybean) Oil; Lauroyl Lysine; Peg-8; Phenoxyethanol; Squalane; Glycine Soja (Soybean) Seed Extract; Polysorbate 60; Acrylates/​C10-30 Alkyl Acrylate Crosspolymer; Caprylyl Glycol; Polyurethane Crosspolymer-1; Chlorphenesin; Polysorbate 20; Sodium Hydroxide; Disodium Edta; Lactic Acid; Retinol; Olive Glycerides; Sodium Hyaluronate; Opuntia Ficus-Indica Stem Extract; Opuntia Ficus-Indica Callus Culture Extract; Sorbitan Isostearate; Ceramide Np; Glyceryl Caprylate; Phenylpropanol; Glycine Soja (Soybean) Seed Extract; Opuntia Ficus-Indica Callus Culture Extract; Retinol; Lactic Acid; Glycine Soja (Soybean) Seed Extract; Glycerin; Squalane; Sodium Hyaluronate; Ceramide Np; Glycine Soja (Soybean) Seed Extract; Opuntia Ficus-Indica Stem Extract; Chlorphenesin; Sodium Hydroxide; Lactic Acid; Disodium Edta; Dimethicone; Dipentaerythrityl Hexacaprylate/​Hexacaprate; Glycine Soja (Soybean) Oil; Squalane
Charlotte Tilbury Charlotte'S Magic Cream (Discontinued),Charlotte Tilbury,INCIDecoder,https://www.incidecoder.com/products/charlotte-tilbury-charlottes-magic-cream-discontinued,,,,,,Water (Aqua); Homosalate; Glyceryl Stearate Se; Ethylhexyl Salicylate; Butylene Glycol; Glycerin; Butyl Methoxydibenzoylmethane; Octocrylene; Cetyl Alcohol; C12-15 Alkyl Benzoate; Cyclopentasiloxane; Dimethicone; Phenoxyethanol; Butyrospermum Parkii (Shea) Butter; Steareth-21; Avena Sativa (Oat) Kernel Extract; Carbomer; Dimethiconol; Potassium Cetyl Phosphate; Chlorphenesin; Caprylyl Glycol; Xanthan Gum; Hydrolyzed Viola Tricolor Extract; Allantoin; Aloe Barbadensis Leaf Juice; Disodium Edta; Tocopheryl Acetate; Camellia Oleifera Seed Oil; Rosa Canina Fruit Oil; Rosa Damascena Flower Water; Sodium Hydroxide; Helianthus Annuus (Sunflower) Seed Oil; Michelia Alba Leaf Oil; Sodium Lactate; Coco-Glucoside; Peg-8; Ethylhexylglycerin; Sodium Hyaluronate; Tocopherol; Palmitoyl Oligopeptide; Palmitoyl Tetrapeptide-7; Ascorbyl Palmitate; Plumeria Rubra Flower Extract; Ascorbic Acid; Citric Acid; Nicotiana Sylvestris Leaf Cell Culture; Linalool; Citronellol; Geraniol; Avena Sativa (Oat) Kernel Extract
Hylamide High-Efficiency Face Cleaner,Hylamide,INCIDecoder,https://www.incidecoder.com/products/deciem-hylamide-cleanser,,,,,,Cetyl Ethylhexanoate; PEG-20 Glyceryl Triisostearate; Bisabolol; Oenocarpus Bataua Fruit Oil; Bertholletia Excelsa Seed Oil; Plukenetia Volubilis Seed Oil; Crambe Abyssinica Seed Oil; Simmondsia Chinensis Seed Oil; Solanum Lycopersicum (Tomato) Fruit Extract; Pongamia Pinnata (Karanja) Seed Oil; Squalane; Ethylhexyl Stearate; Tocopherol; Phenoxyethanol; Chlorphenesin; Plukenetia Volubilis Seed Oil; Solanum Lycopersicum (Tomato) Fruit Extract; Tocopherol; Squalane; Bisabolol; Chlorphenesin; Cetyl Ethylhexanoate; PEG-20 Glyceryl Triisostearate; Oenocarpus Bataua Fruit Oil; Bertholletia Excelsa Seed Oil; Plukenetia Volubilis Seed Oil; Crambe Abyssinica Seed Oil; Simmondsia Chinensis Seed Oil; Squalane; Ethylhexyl Stearate; PEG-20 Glyceryl Triisostearate; Oenocarpus Bataua Fruit Oil; Plukenetia Volubilis Seed Oil; Pongamia Pinnata (Karanja) Seed Oil; Phenoxyethanol; Chlorphenesin; Cetyl Ethylhexanoate; PEG-20 Glyceryl Triisostearate; Bisabolol; Oenocarpus Bataua Fruit Oil; Bertholletia Excelsa Seed Oil; Plukenetia Volubilis Seed Oil; Crambe Abyssinica Seed Oil; Simmondsia Chinensis Seed Oil; Solanum Lycopersicum (Tomato) Fruit Extract; Pongamia Pinnata (Karanja) Seed Oil; Squalane; Ethylhexyl Stearate; Tocopherol; Phenoxyethanol
Belif The True Cream - Aqua Bomb,Belif,INCIDecoder,https://www.incidecoder.com/products/belif-aqua-bomb,,,,,,"Water; Dipropylene Glycol; Glycerin; Methyl Trimethicone; Alcohol Denat; Dimethicone; Cyclopentasiloxane; 1,2-Hexanediol; Malachite Extract; Caprylic/​Capric Triglyceride; Pentaerythrityl Tetraethylhexanoate; Peg/​Ppg/​Polybutylene Glycol-8/​5/​3 Glycerin; Alchemilla Vulgaris Leaf Extract*; Equisetum Arvense Leaf Extract*; Stellaria Media (Chickweed) Extract*; Urtica Dioica (Nettle) Leaf Extract*; Plantago Lanceolata Leaf Extract*; Avena Sativa (Oat) Kernel Extract**; Calendula Officinalis Flower Extract**; Nepeta Cataria Extract**; Rubus Idaeus (Raspberry) Leaf Extract**; Baptisia Tinctoria Root Extract**; Dimethiconol; Polymethylsilsesquioxane; Sodium Acrylate/​Acryloyldimethyltaurate/​Dimethylacrylamide Crosspolymer; Isohexadecane; Polysorbate 60; Ceramide 3; Cholesterol; Butyrospermum Parkii (Shea) Butter; Phenyl Trimethicone; Pentaerythrityl Tetraisostearate; Panthenol; Squalane; Triethylhexanoin; Macadamia Ternifolia Seed Oil; Peg-150; Peg-40 Hydrogenated Castor Oil; Acrylates/​C10-30 Alkyl Acrylate Crosspolymer; C14-22 Alcohols; Arachidyl Glucoside; Hydrogenated Lecithin; Peg-100 Stearate; Stearic Acid; Glyceryl Stearate; Carbomer; Tromethamine; Trisodium Edta; Fragrance+; Citronellol"
Peter Thomas Roth Peptide 21 Wrinkle Resist Serum,Peter Thomas Roth,INCIDecoder,https://www.incidecoder.com/products/peter-thomas-roth-peptide-21-wrinkle-resist-serum,,,,,,Water/​Aqua/​Eau; Glycerin; Rosa Centifolia Flower Water; Isopropyl Myristate; Squalane; Mannitol; Butylene Glycol; Natto Gum; Tripeptide-10 Citrulline; Acetyl Octapeptide-3; Palmitoyl Hexapeptide-12; Acetyl Tetrapeptide-11; Acetyl Hexapeptide-8; Acetyl Hexapeptide-1; Palmitoyl Oligopeptide; Acetyl Tetrapeptide-9; Acetyl Tetrapeptide-2; Tripeptide-1; Palmitoyl Tetrapeptide-7; Hexapeptide-11; Dipeptide Diaminobutyroyl Benzylamide Diacetate; Palmitoyl Tripeptide-5; Trifluoroacetyl Tripeptide-2; Palmitoyl Tripeptide-1; Sodium Polyglutamate; Sodium Hyaluronate; Tocopheryl Acetate; Retinyl Palmitate; Ascorbic Acid; Hydrolyzed Soy Protein; Hydrolyzed Wheat Protein; Lecithin; Pseudoalteromonas Ferment Extract; Acrylates Copolymer; Magnesium Chloride; Polysorbate 20; Dimethyl Isosorbide; Acrylates/​C10-30 Alkyl Acrylate Crosspolymer; Leuconostoc/​Radish Root Ferment Filtrate; PEG-8 Dimethicone; Disodium Phosphate; Carbomer; Dextran; Sodium Lactate; Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate; Xanthan Gum; Triethanolamine; Sodium Phosphate; Octyldodecanol; Silica
Indie Lee Swiss Apple Facial Serum,Indie Lee,INCIDecoder,https://www.incidecoder.com/products/indie-lee-swiss-apple-facial-serum,,,,,,Seaweed Extract; Purified Water; Hyaluronic Acid; Malus Domestica Fruit Cell Culture; Xanthan Gum; Lecithin; Phenoxyethanol; Ethylhexylglycerin; Hyaluronic Acid; Lecithin; Lecithin; Seaweed Extract; Hyaluronic Acid; Phenoxyethanol; Ethylhexylglycerin; Purified Water; Seaweed Extract; Xanthan Gum; Seaweed Extract; Purified Water; Hyaluronic Acid; Malus Domestica Fruit Cell Culture; Xanthan Gum; Lecithin; Phenoxyethanol; Ethylhexylglycerin; Seaweed Extract; Purified Water; Hyaluronic Acid; Read all the geeky details about Hyaluronic Acid here >>; Malus Domestica Fruit Cell Culture; Xanthan Gum; glucose; sucrose; Lecithin; Phenoxyethanol; Ethylhexylglycerin; phenoxyethanol; [more]; [more]; [more]; [more]; [more]; [more]; [more]; [more]
Peter Thomas Roth Retinol Fusion Pm Moisturizer,Peter Thomas Roth,INCIDecoder,https://www.incidecoder.com/products/peter-thomas-roth-retinol-fusion-pm-moisturizer,,,,,,Water/​Aqua/​Eau; Glyceryl Stearate; C12-15 Alkyl Benzoate; Dipropylene Glycol; Isocetyl Stearate; Butyrospermum Parkii Butter; Persea Gratissima (Avocado) Oil; Panthenol; Caprylyl Methicone; Cetyl Alcohol; Propylene Glycol Stearate; Dimethicone; Tocopheryl Acetate; Aloe Barbadensis Leaf Juice; Retinol; Sodium Hyaluronate; Allantoin; Colloidal Oatmeal; Ceramide Np; Tocopherol; Bisabolol; Glycoproteins; Glycerin; Threonine; Valine; Glycine Soja (Soybean) Extract; Helianthus Annuus (Sunflower) Seed Extract; Cucumis Sativus (Cucumber) Fruit Extract; Hordeum Vulgare Extract; Lecithin; Hydrogenated Lecithin; Propylene Glycol Dicaprate; Glutamic Acid; Ethylhexylglycerin; Sodium Metabisulfite; Peg-100 Stearate; Caprylic/​Capric Triglyceride; Stearoxytrimethylsilane; Stearyl Alcohol; Sodium Ascorbate; Xanthan Gum; Disodium Phosphate; Sodium Phosphate; Polysorbate 20; Stearic Acid; Peg-40 Hydrogenated Castor Oil; Citric Acid; Potassium Phosphate; Disodium Edta; Mica
Be Natural Organics Squalane Serum Light,Be Natural Organics,EWG Skin Deep,https://www.ewg.org/skindeep/products/942885-Be_Natural_Organics_Squalane_Serum_Light/,,1/10,,1,,
Cliganic 100% Pure & Natural Neem Oil,Cliganic,EWG Skin Deep,https://www.ewg.org/skindeep/products/1002924-Cliganic_100_Pure__Natural_Neem_Oil/,,100/10,,100,,Apply; Cliganic Organic Neem Oil; Rub; Use; Cliganic Organic Neem
"Everyone Nourishing Lotion, Citrus + Mint",Everyone,EWG Skin Deep,https://www.ewg.org/skindeep/products/835166-Everyone_Nourishing_Lotion_Citrus__Mint/,,1/10,,1,,ALOE BARBADENSIS LEAF WATER FUNCTION; BENZYL ALCOHOL FUNCTION; CALENDULA OFFICINALIS (POT MARIGOLD) FLOWER EXTRACT FUNCTION; CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT FUNCTION; CAPRYLIC; CAPRIC TRIGLYCERIDE FUNCTION; CETEARYL GLUCOSIDE FUNCTION; CETYL ALCOHOL FUNCTION; CETYL ESTERS FUNCTION; CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT FUNCTION; CITRIC ACID FUNCTION; CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL; COCOS NUCIFERA (COCONUT) OIL FUNCTION; DIMETHICONE FUNCTION; GLYCERIN FUNCTION; GLYCERYL MONOSTEARATE FUNCTION; HYDROLYZED RICE PROTEIN FUNCTION; LECITHIN FUNCTION; MENTHA PIPERITA (PEPPERMINT) OIL FUNCTION; PHENOXYETHANOL FUNCTION; POTASSIUM SORBATE FUNCTION; SESAMUM INDICUM (SESAME) OIL FUNCTION; SODIUM PHYTATE FUNCTION; SORBITAN OLIVATE FUNCTION; STEARYL ALCOHOL FUNCTION; TOCOPHEROL FUNCTION; WATER FUNCTION; XANTHAN GUM FUNCTION
isoi Never Drying Ultimate Oil (Black Label),isoi,EWG Skin Deep,https://www.ewg.org/skindeep/products/722331-isoi_Never_Drying_Ultimate_Oil_Black_Label/,,1/10,,1,,BORAGO OFFICINALIS (BORAGE) SEED OIL FUNCTION; CAMELLIA JAPONICA SEED OIL FUNCTION; CENTELLA ASIATICA (GOTU KOLA) EXTRACT FUNCTION; CHAMOMILLA RECUTITA (MATRICARIA) EXTRACT FUNCTION; GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT FUNCTION; HIPPOPHAE RHAMNOIDES (SEA BUCKTHORN) OIL FUNCTION; MACADAMIA TERNIFOLIA SEED OIL FUNCTION; MELALEUCA VIRIDIFLORA (NIAOULI) LEAF OIL FUNCTION; OLEA EUROPAEA (OLIVE) OIL FUNCTION; PLEUROTUS CYSTIDIOSUS FERMENT FILTRATE FUNCTION; PRUNUS ARMENIACA (APRICOT) OIL ROSA DAMASCENA; ROSE; FLOWER OIL; ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT FUNCTION; SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL FUNCTION; TOCOPHEROL FUNCTION; VITIS VINIFERA (GRAPE) SEED OIL FUNCTION
"isoi Face Oil, for a Fresh and Dewy Glow",isoi,EWG Skin Deep,https://www.ewg.org/skindeep/products/766683-isoi_Face_Oil_for_a_Fresh_and_Dewy_Glow/,,1/10,,1,,ARGANIA SPINOSA (ARGAN) KERNEL OIL FUNCTION; CAMELLIA JAPONICA SEED OIL FUNCTION; CENTELLA ASIATICA (GOTU KOLA) EXTRACT FUNCTION; CHAMOMILLA RECUTITA (MATRICARIA) EXTRACT FUNCTION; CORYLUS AMERICANA (AMERICAN HAZEL) SEED OIL FUNCTION; GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT FUNCTION; HIPPOPHAE RHAMNOIDES (SEA BUCKTHORN) OIL FUNCTION; MACADAMIA TERNIFOLIA SEED OIL FUNCTION; MELALEUCA VIRIDIFLORA (NIAOULI) LEAF OIL FUNCTION; OLEA EUROPAEA (OLIVE) OIL FUNCTION; PLEUROTUS CYSTIDIOSUS FERMENT FILTRATE FUNCTION; ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT FUNCTION; SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL FUNCTION; TOCOPHEROL FUNCTION; VITIS VINIFERA (GRAPE) SEED OIL FUNCTION
Sally B's Skin Yummies Daytime Antioxidant Serum,Sally B's Skin Yummies,EWG Skin Deep,https://www.ewg.org/skindeep/products/514904-Sally_Bs_Skin_Yummies_Daytime_Antioxidant_Serum/,,1/10,,1,,ALOE BARBADENSIS (ALOE VERA) LEAF JUICE; CALENDULA OFFICINALIS (POT MARIGOLD) FLOWER EXTRACT FUNCTION; CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT FUNCTION; CAPRYLIC; CAPRIC TRIGLYCERIDE FUNCTION; CITRUS AURANTIUM DULCIS (ORANGE) OIL FUNCTION; HAMAMELIS VIRGINIANA (WITCH HAZEL) WATER FUNCTION; HELICHRYSUM STOECHAS EXTRACT FUNCTION; LECITHIN FUNCTION; LEUCONOSTOC; RADISH ROOT FERMENT FILTRATE FUNCTION; NIGELLA SATIVA (BLACK CUMIN) SEED OIL FUNCTION; OLEA EUROPAEA (OLIVE) LEAF EXTRACT FUNCTION; PELAGONIUM GRAVEOLENS OIL; POTASSIUM SORBATE FUNCTION; ROSA DAMASCENA FLOWER WATER FUNCTION; SODIUM HYALURONATE FUNCTION; TOCOPHEROL FUNCTION; XANTHAN GUM FUNCTION
isoi Bulgarian Rose Moisture Tonic Essence,isoi,EWG Skin Deep,https://www.ewg.org/skindeep/products/664986-isoi_Bulgarian_Rose_Moisture_Tonic_Essence/,,1/10,,1,,BETAINE FUNCTION; GLYCERIN FUNCTION; GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT FUNCTION; OLEA EUROPAEA (OLIVE) LEAF EXTRACT FUNCTION; PAEONIA SUFFRUTICOSA (MOUTAN) ROOT EXTRACT FUNCTION; PRUNELLA VULGARIS LEAF EXTRACT FUNCTION; RHUS SEMIALATA EXTRACT FUNCTION; ROSA DAMASCENA (ROSE) FLOWER OIL; ROSA DAMASCENA FLOWER WATER FUNCTION; SCUTELLARIA BAICALENSIS (BAIKAL SKULLCAP) ROOT EXTRACT FUNCTION; SOPHORA JAPONICA BUD EXTRACT FUNCTION; WATER FUNCTION
Vermont Skincare Company Moisturizer 6 (M6),Vermont Skincare Company,EWG Skin Deep,https://www.ewg.org/skindeep/products/770582-Vermont_Skincare_Company_Moisturizer_6_M6/,,6/10,,6,,BOSWELLIA CARTERI (FRANKINCENSE) OIL FUNCTION; BUTYROSPERMUM PARKII (SHEA) BUTTER FUNCTION; CANANGA ODORATA (YLANG YLANG) OIL FUNCTION; COCOS NUCIFERA (COCONUT) OIL FUNCTION; PELAGONIUM GRAVEOLENS OIL; PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL FUNCTION; RICINUS COMMUNIS (CASTOR) SEED OIL FUNCTION; SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL FUNCTION
